Length,Sentence
25," Yeah , thanks . Could you pick me up a chicken salad sandwich , an order of fries , and a large diet coke ? "
22," You ’ re right . I ’ ll save the beer for when we land . One orange juice , please . "
19," I'm gonna go to the bathroom . When the waitress comes back , will you order for me ? "
43, No . They had just begun to search when the dogs next door began to bark . Theran off then leaving me bound and gagged . It was some time before my wifereturned and released me . I phoned the police at o 
13," There was a truck on the freeway , and it flipped over . "
11," Yes , a red wine and a cup of coffee . "
33,"Thanks for the advice , Mr . Macmillan . I ’ ll keep it in mind . I had better head off though . I ’ m meeting my husband for dinner . "
19, Sure . Here is your receipt and you can draw your tax paid for those goods at customs . 
51," First , I am going to get ready for the parade , I have a great costume . Then later today , I am going to church . If you want , I can give you a costume , and you can be at parade too . It will be fun "
11," I am afraid your diamond bracelet has gone , darling ! "
12," Oh ! I see . I'll have the paperback , please , "
26," When you finish completing the request form , we will order and let you know when the supplies are here . Have a great day ! "
31," Yes , it is pretty , but it costs $ 200 . What about this one ? It ’ s almost the same , but it costs half as much . "
29," Sure . We attach great importance to the all-round development of the staff , and the development of individuals will motivate them to work more diligently and efficiently . "
8,Bob was late for work this morning . 
22, For this position we prefer e-resume at the very beginning . Please send it to our department ’ s e-mail box . 
11, Of course . I will show you the fitting room . 
32, It certainly sounds impressive . Why don't you have your credentials sent to me and I'll show them to the board ? We'll probably get back to you in a week . 
69," Well , let ’ s have a look . Open wide . Hmm ... this doesn ’ t look good . Well , it looks like you have a cavity and your crown is loose . We ’ ll need to put in a filling before it gets any worse , and the crown probably needs to be refitted . I ’ m going to order some x-rays . "
28," R is for reverse , P is for park , and D1 and D2 are lower gears for going through snow , or up a steep hill . "
14, I have a feeling they're about to go down in a few days . 
28," First , you should check the schedule and see which trains go to Suzhou . Make sure which train you want to take and book a ticket . "
36,"Hi , Alex . Would you come with me to supply ? I ’ Ve got to pick up a load of stuff and I ’ m afraid I can ’ t carry it all . "
22, I ’ m afraid not . Don ’ t you see I ’ m looking up a word in the dictionary ? 
18," Well , I think something must be wrong with my bill . I didn't have any laundry . "
28," Come on . If we save more money , we can retire earlier and you ’ ll actually have time to read all those books you buy . "
57," Although it is easy to ride , the condition of the road surface should also be paid attention to , such as places being put together and full of gullies . If the condition permits , it is better to be equipped with helmet , eye shades , ankle shield , knee shield and elbow shield . "
15," Of course . It ’ s a terrible night , isn ’ t it ? "
22," Jones can certainly take down letter more quickly , but Mary ’ s short hand is the best in her class . "
20," Oh , please do not mention it any more . Last night he did it for the first time . "
27,"Excuse me , I ’ m sorry to trouble you . My name is Susan Ransom , and I have placed several orders with you company . "
